Time(s),VOLT 1,VOLT 2,VOLT 3,VOLT 4,VOLT 5,VOLT 6,VOLT 7,VOLT 8,VOLT 9
1.137320,0.881021,0.968393,0.974260,0.891093,0.880108,0.899405,0.952169,0.943685,0.963345
1.141486,0.892927,0.970801,0.976615,0.900655,0.887799,0.907044,0.956084,0.947569,0.967131
1.145652,0.903856,0.973053,0.978808,0.909443,0.894876,0.914072,0.959712,0.951167,0.970636
1.149818,0.913876,0.975155,0.980849,0.917509,0.901382,0.920530,0.963071,0.954497,0.973878
1.153984,0.923050,0.977117,0.982745,0.924900,0.907351,0.926455,0.966175,0.957573,0.976872
1.158150,0.931477,0.978957,0.984518,0.931701,0.912854,0.931914,0.969061,0.960432,0.979651
1.162316,0.939210,0.980682,0.986173,0.937950,0.917920,0.936938,0.971739,0.963084,0.982228
1.166482,0.946290,0.982295,0.987716,0.943679,0.922571,0.941551,0.974220,0.965539,0.984612
1.170648,0.952802,0.983815,0.989164,0.948958,0.926869,0.945810,0.976534,0.967828,0.986833
1.174814,0.958781,0.985244,0.990520,0.953815,0.930832,0.949735,0.978688,0.969958,0.988899
1.178980,0.964258,0.986586,0.991789,0.958270,0.934475,0.953342,0.980687,0.971934,0.990814
1.183146,0.969303,0.987854,0.992985,0.962384,0.937849,0.956682,0.982559,0.973784,0.992606
1.187312,0.973940,0.989052,0.994111,0.966174,0.940967,0.959765,0.984308,0.975512,0.994277
1.191478,0.978188,0.990179,0.995168,0.969654,0.943836,0.962602,0.985935,0.977119,0.995832
1.195644,0.982109,0.991251,0.996170,0.972875,0.946503,0.965236,0.987466,0.978630,0.997292
1.199810,0.985717,0.992267,0.997118,0.975848,0.948973,0.967674,0.988901,0.980047,0.998661
1.203976,0.989038,0.993231,0.998015,0.978593,0.951262,0.969932,0.990248,0.981377,0.999944
1.208142,0.992097,0.994147,0.998867,0.981129,0.953386,0.972026,0.991514,0.982627,1.001150
1.212308,0.994904,0.995014,0.999671,0.983463,0.955346,0.973957,0.992699,0.983796,1.002277
1.216474,0.997503,0.995845,1.000442,0.985634,0.957180,0.975761,0.993822,0.984905,1.003346
1.220640,0.999901,0.996638,1.001177,0.987645,0.958887,0.977439,0.994884,0.985953,1.004355
1.224806,1.002115,0.997396,1.001879,0.989510,0.960478,0.979002,0.995887,0.986943,1.005309
1.228972,1.004161,0.998122,1.002551,0.991240,0.961962,0.980458,0.996837,0.987882,1.006212
1.233138,1.006053,0.998817,1.003196,0.992848,0.963348,0.981817,0.997738,0.988772,1.007069
1.237304,1.007802,0.999484,1.003815,0.994343,0.964644,0.983087,0.998594,0.989618,1.007883
1.241470,1.009423,1.000124,1.004411,0.995735,0.965859,0.984275,0.999408,0.990423,1.008658
1.245636,1.010916,1.000736,1.004981,0.997023,0.966987,0.985378,1.000177,0.991182,1.009390
1.249802,1.012309,1.001330,1.005535,0.998233,0.968057,0.986422,1.000917,0.991915,1.010095
1.253968,1.013603,1.001903,1.006072,0.999365,0.969064,0.987404,1.001625,0.992616,1.010770
1.258134,1.014806,1.002456,1.006592,1.000424,0.970012,0.988328,1.002302,0.993287,1.011417
1.262300,1.015924,1.002990,1.007096,1.001416,0.970907,0.989199,1.002952,0.993932,1.012039
1.266466,1.016966,1.003508,1.007586,1.002346,0.971753,0.990022,1.003575,0.994551,1.012636
1.270632,1.017938,1.004009,1.008063,1.003221,0.972553,0.990799,1.004174,0.995146,1.013211
1.274798,1.018845,1.004495,1.008528,1.004043,0.973312,0.991536,1.004752,0.995721,1.013767
1.278964,1.019692,1.004967,1.008982,1.004819,0.974033,0.992235,1.005308,0.996275,1.014303
1.283130,1.020485,1.005425,1.009425,1.005550,0.974719,0.992899,1.005845,0.996811,1.014822
1.287296,1.021228,1.005871,1.009859,1.006242,0.975372,0.993531,1.006364,0.997329,1.015326
1.291462,1.021925,1.006305,1.010284,1.006896,0.975995,0.994134,1.006867,0.997832,1.015814
1.295628,1.022579,1.006728,1.010701,1.007517,0.976591,0.994710,1.007354,0.998319,1.016289
1.299794,1.023195,1.007141,1.011111,1.008106,0.977161,0.995260,1.007826,0.998793,1.016751
1.303960,1.023774,1.007543,1.011513,1.008666,0.977707,0.995788,1.008285,0.999253,1.017201
1.308126,1.024321,1.007936,1.011908,1.009199,0.978232,0.996295,1.008731,0.999702,1.017640
1.312292,1.024837,1.008320,1.012298,1.009708,0.978736,0.996781,1.009165,1.000139,1.018068
1.316458,1.025324,1.008695,1.012682,1.010194,0.979222,0.997250,1.009588,1.000566,1.018487
1.320624,1.025786,1.009062,1.013060,1.010660,0.979690,0.997702,1.010000,1.000982,1.018898
1.324790,1.026224,1.009422,1.013433,1.011106,0.980142,0.998138,1.010402,1.001389,1.019300
1.328956,1.026639,1.009774,1.013802,1.011533,0.980579,0.998560,1.010795,1.001787,1.019693
1.333122,1.027034,1.010119,1.014166,1.011944,0.981002,0.998968,1.011179,1.002177,1.020080
1.337288,1.027409,1.010458,1.014526,1.012339,0.981411,0.999364,1.011554,1.002559,1.020459
1.341454,1.027767,1.010789,1.014882,1.012720,0.981808,0.999748,1.011922,1.002933,1.020832
1.345620,1.028108,1.011115,1.015235,1.013087,0.982194,1.000121,1.012281,1.003300,1.021199
1.349786,1.028434,1.011435,1.015583,1.013442,0.982569,1.000485,1.012634,1.003660,1.021560
1.353952,1.028746,1.011749,1.015929,1.013785,0.982934,1.000838,1.012979,1.004014,1.021915
1.358118,1.029044,1.012058,1.016271,1.014117,0.983289,1.001183,1.013318,1.004361,1.022265
1.362284,1.029330,1.012361,1.016610,1.014438,0.983635,1.001519,1.013651,1.004703,1.022610
1.366450,1.029603,1.012659,1.016946,1.014750,0.983972,1.001848,1.013977,1.005039,1.022950
1.370616,1.029866,1.012953,1.017279,1.015052,0.984302,1.002169,1.014298,1.005370,1.023285
1.374782,1.030119,1.013241,1.017609,1.015346,0.984623,1.002483,1.014613,1.005695,1.023616
1.378948,1.030362,1.013525,1.017936,1.015632,0.984938,1.002790,1.014923,1.006015,1.023942
1.383114,1.030596,1.013805,1.018262,1.015910,0.985245,1.003091,1.015228,1.006330,1.024264
1.387280,1.030820,1.014081,1.018584,1.016181,0.985546,1.003386,1.015527,1.006641,1.024583
1.391446,1.031037,1.014352,1.018904,1.016445,0.985840,1.003675,1.015822,1.006947,1.024897
1.395612,1.031247,1.014619,1.019221,1.016702,0.986129,1.003959,1.016112,1.007249,1.025208
1.399778,1.031448,1.014883,1.019536,1.016953,0.986411,1.004238,1.016398,1.007546,1.025515
1.403944,1.031643,1.015143,1.019848,1.017198,0.986688,1.004512,1.016679,1.007840,1.025818
1.408110,1.031832,1.015399,1.020158,1.017438,0.986959,1.004781,1.016956,1.008129,1.026118
1.412276,1.032013,1.015652,1.020466,1.017671,0.987225,1.005045,1.017229,1.008414,1.026414
1.416442,1.032189,1.015901,1.020772,1.017900,0.987486,1.005305,1.017498,1.008696,1.026707
1.420608,1.032359,1.016147,1.021075,1.018123,0.987742,1.005561,1.017763,1.008974,1.026997
1.424774,1.032524,1.016390,1.021375,1.018342,0.987993,1.005812,1.018024,1.009248,1.027283
1.428940,1.032683,1.016630,1.021674,1.018556,0.988239,1.006059,1.018282,1.009518,1.027567
1.433106,1.032837,1.016867,1.021970,1.018765,0.988482,1.006303,1.018536,1.009785,1.027847
1.437272,1.032986,1.017101,1.022263,1.018969,0.988719,1.006542,1.018787,1.010049,1.028124
1.441438,1.033131,1.017332,1.022555,1.019170,0.988953,1.006778,1.019034,1.010309,1.028398
1.445604,1.033271,1.017560,1.022844,1.019366,0.989182,1.007010,1.019277,1.010566,1.028668
1.449770,1.033406,1.017786,1.023131,1.019558,0.989407,1.007239,1.019518,1.010819,1.028936
1.453936,1.033538,1.018009,1.023415,1.019746,0.989628,1.007464,1.019755,1.011069,1.029201
1.458102,1.033665,1.018230,1.023697,1.019931,0.989845,1.007686,1.019989,1.011316,1.029463
1.462268,1.033788,1.018448,1.023976,1.020111,0.990058,1.007904,1.020220,1.011560,1.029721
1.466434,1.033907,1.018664,1.024254,1.020288,0.990268,1.008119,1.020448,1.011801,1.029977
1.470600,1.034022,1.018878,1.024528,1.020461,0.990474,1.008331,1.020673,1.012039,1.030230
1.474766,1.034134,1.019089,1.024800,1.020630,0.990676,1.008539,1.020895,1.012274,1.030480
1.478932,1.034242,1.019299,1.025070,1.020797,0.990874,1.008744,1.021115,1.012506,1.030727
1.483098,1.034347,1.019506,1.025337,1.020959,0.991069,1.008946,1.021332,1.012735,1.030971
1.487264,1.034448,1.019711,1.025602,1.021119,0.991260,1.009145,1.021545,1.012961,1.031212
1.491430,1.034546,1.019914,1.025864,1.021275,0.991448,1.009340,1.021757,1.013184,1.031450
1.495596,1.034641,1.020115,1.026124,1.021427,0.991633,1.009533,1.021965,1.013404,1.031685
1.499762,1.034732,1.020315,1.026381,1.021577,0.991814,1.009722,1.022171,1.013622,1.031918
1.503928,1.034821,1.020512,1.026636,1.021723,0.991992,1.009909,1.022375,1.013837,1.032147
1.508094,1.034907,1.020708,1.026887,1.021866,0.992167,1.010092,1.022576,1.014049,1.032374
1.512260,1.034989,1.020902,1.027137,1.022007,0.992338,1.010273,1.022774,1.014259,1.032598
1.516426,1.035069,1.021094,1.027383,1.022144,0.992506,1.010450,1.022970,1.014465,1.032819
1.520592,1.035146,1.021285,1.027627,1.022278,0.992671,1.010624,1.023164,1.014669,1.033037
1.524758,1.035220,1.021474,1.027868,1.022409,0.992833,1.010796,1.023355,1.014871,1.033252
1.528924,1.035292,1.021662,1.028107,1.022537,0.992992,1.010964,1.023545,1.015070,1.033465
1.533090,1.035361,1.021848,1.028342,1.022663,0.993148,1.011130,1.023731,1.015266,1.033674
1.537256,1.035427,1.022033,1.028576,1.022785,0.993301,1.011292,1.023916,1.015460,1.033881
1.541422,1.035491,1.022216,1.028806,1.022905,0.993451,1.011452,1.024099,1.015651,1.034085
1.545588,1.035552,1.022398,1.029034,1.023022,0.993598,1.011609,1.024279,1.015840,1.034287
1.549754,1.035611,1.022579,1.029259,1.023136,0.993742,1.011763,1.024457,1.016026,1.034485
1.553920,1.035668,1.022758,1.029481,1.023248,0.993883,1.011914,1.024633,1.016211,1.034681
1.558086,1.035723,1.022936,1.029700,1.023356,0.994021,1.012063,1.024807,1.016392,1.034874
1.562252,1.035775,1.023113,1.029917,1.023463,0.994157,1.012209,1.024979,1.016572,1.035065
1.566418,1.035825,1.023288,1.030131,1.023566,0.994290,1.012352,1.025150,1.016749,1.035253
1.570584,1.035873,1.023462,1.030343,1.023667,0.994420,1.012492,1.025318,1.016923,1.035438
1.574750,1.035919,1.023636,1.030551,1.023766,0.994548,1.012629,1.025484,1.017096,1.035620
1.578916,1.035963,1.023808,1.030757,1.023862,0.994673,1.012764,1.025649,1.017266,1.035800
1.583082,1.036005,1.023978,1.030960,1.023956,0.994795,1.012896,1.025812,1.017435,1.035978
1.587248,1.036045,1.024148,1.031161,1.024047,0.994915,1.013026,1.025972,1.017601,1.036153
1.591414,1.036083,1.024317,1.031359,1.024136,0.995032,1.013153,1.026132,1.017765,1.036326
1.595580,1.036119,1.024485,1.031554,1.024223,0.995147,1.013277,1.026289,1.017927,1.036496
1.599746,1.036154,1.024652,1.031747,1.024307,0.995260,1.013399,1.026445,1.018086,1.036663
1.603912,1.036187,1.024817,1.031938,1.024389,0.995370,1.013518,1.026599,1.018245,1.036829
1.608078,1.036218,1.024982,1.032125,1.024469,0.995477,1.013635,1.026751,1.018401,1.036992
1.612244,1.036248,1.025146,1.032310,1.024547,0.995583,1.013749,1.026902,1.018555,1.037153
1.616410,1.036276,1.025309,1.032493,1.024623,0.995686,1.013861,1.027051,1.018707,1.037311
1.620577,1.036303,1.025471,1.032674,1.024696,0.995787,1.013971,1.027199,1.018858,1.037468
1.624743,1.036328,1.025632,1.032852,1.024768,0.995886,1.014078,1.027346,1.019006,1.037622
1.628909,1.036352,1.025792,1.033027,1.024837,0.995983,1.014183,1.027491,1.019153,1.037774
1.633075,1.036374,1.025951,1.033200,1.024905,0.996077,1.014286,1.027634,1.019299,1.037924
1.637241,1.036395,1.026110,1.033371,1.024971,0.996170,1.014386,1.027776,1.019443,1.038073
1.641407,1.036415,1.026268,1.033540,1.025034,0.996261,1.014484,1.027917,1.019585,1.038219
1.645573,1.036434,1.026424,1.033707,1.025096,0.996349,1.014581,1.028057,1.019725,1.038363
1.649739,1.036451,1.026580,1.033871,1.025156,0.996436,1.014675,1.028195,1.019865,1.038506
1.653905,1.036467,1.026736,1.034033,1.025215,0.996521,1.014767,1.028332,1.020002,1.038646
1.658071,1.036483,1.026890,1.034193,1.025272,0.996604,1.014857,1.028468,1.020139,1.038785
1.662237,1.036497,1.027044,1.034352,1.025327,0.996686,1.014945,1.028602,1.020274,1.038923
1.666403,1.036510,1.027197,1.034508,1.025381,0.996765,1.015031,1.028736,1.020407,1.039059
1.670569,1.036522,1.027349,1.034662,1.025433,0.996843,1.015116,1.028868,1.020540,1.039193
1.674735,1.036534,1.027500,1.034815,1.025483,0.996920,1.015198,1.028999,1.020671,1.039325
1.678901,1.036545,1.027650,1.034965,1.025532,0.996995,1.015279,1.029129,1.020800,1.039457
1.683067,1.036555,1.027800,1.035114,1.025580,0.997068,1.015358,1.029258,1.020929,1.039586
1.687233,1.036564,1.027949,1.035261,1.025627,0.997140,1.015436,1.029387,1.021057,1.039715
1.691399,1.036572,1.028098,1.035407,1.025672,0.997211,1.015512,1.029514,1.021184,1.039842
1.695565,1.036580,1.028245,1.035551,1.025716,0.997280,1.015586,1.029640,1.021309,1.039968
1.699731,1.036587,1.028392,1.035693,1.025758,0.997348,1.015659,1.029765,1.021434,1.040092
1.703897,1.036594,1.028538,1.035834,1.025800,0.997414,1.015730,1.029890,1.021557,1.040216
1.708063,1.036600,1.028684,1.035973,1.025840,0.997480,1.015800,1.030013,1.021680,1.040338
1.712229,1.036606,1.028829,1.036111,1.025879,0.997544,1.015868,1.030136,1.021802,1.040460
1.716395,1.036611,1.028973,1.036248,1.025918,0.997607,1.015936,1.030257,1.021923,1.040580
1.720561,1.036616,1.029116,1.036383,1.025955,0.997669,1.016002,1.030378,1.022043,1.040699
1.724727,1.036621,1.029258,1.036517,1.025991,0.997729,1.016066,1.030499,1.022162,1.040818
1.728893,1.036625,1.029400,1.036650,1.026027,0.997789,1.016130,1.030618,1.022281,1.040935
1.733059,1.036629,1.029541,1.036782,1.026062,0.997848,1.016192,1.030737,1.022398,1.041052
1.737225,1.036633,1.029681,1.036913,1.026096,0.997906,1.016254,1.030855,1.022516,1.041168
1.741391,1.036637,1.029821,1.037042,1.026129,0.997963,1.016314,1.030972,1.022632,1.041283
1.745557,1.036641,1.029960,1.037171,1.026161,0.998020,1.016374,1.031088,1.022748,1.041397
1.749723,1.036645,1.030098,1.037298,1.026193,0.998075,1.016432,1.031204,1.022863,1.041511
1.753889,1.036648,1.030235,1.037425,1.026224,0.998130,1.016490,1.031319,1.022977,1.041624
1.758055,1.036652,1.030371,1.037550,1.026255,0.998184,1.016546,1.031433,1.023091,1.041737
1.762221,1.036656,1.030507,1.037675,1.026285,0.998237,1.016602,1.031547,1.023205,1.041849
1.766387,1.036659,1.030642,1.037799,1.026315,0.998290,1.016657,1.031660,1.023318,1.041960
1.770553,1.036663,1.030776,1.037922,1.026344,0.998342,1.016712,1.031773,1.023430,1.042071
1.774719,1.036667,1.030909,1.038045,1.026373,0.998393,1.016765,1.031885,1.023542,1.042181
1.778885,1.036672,1.031042,1.038167,1.026402,0.998444,1.016819,1.031996,1.023653,1.042291
1.783051,1.036676,1.031174,1.038288,1.026430,0.998495,1.016871,1.032107,1.023764,1.042400
1.787217,1.036681,1.031304,1.038408,1.026458,0.998545,1.016924,1.032217,1.023874,1.042509
1.791383,1.036686,1.031434,1.038528,1.026486,0.998595,1.016975,1.032326,1.023984,1.042617
1.795549,1.036692,1.031564,1.038647,1.026514,0.998644,1.017026,1.032435,1.024093,1.042725
1.799715,1.036698,1.031692,1.038766,1.026542,0.998693,1.017077,1.032543,1.024202,1.042833
1.803881,1.036705,1.031820,1.038884,1.026569,0.998742,1.017128,1.032651,1.024311,1.042940
1.808047,1.036712,1.031946,1.039002,1.026597,0.998790,1.017178,1.032758,1.024419,1.043047
1.812213,1.036720,1.032072,1.039119,1.026625,0.998839,1.017228,1.032865,1.024526,1.043154
1.816379,1.036728,1.032197,1.039236,1.026653,0.998887,1.017278,1.032970,1.024634,1.043261
1.820545,1.036736,1.032321,1.039352,1.026681,0.998935,1.017328,1.033076,1.024740,1.043367
1.824711,1.036746,1.032444,1.039468,1.026709,0.998983,1.017377,1.033181,1.024847,1.043473
1.828877,1.036756,1.032566,1.039584,1.026737,0.999031,1.017427,1.033285,1.024953,1.043578
1.833043,1.036767,1.032687,1.039699,1.026766,0.999079,1.017476,1.033389,1.025059,1.043684
1.837209,1.036779,1.032808,1.039814,1.026794,0.999127,1.017525,1.033492,1.025164,1.043789
1.841375,1.036791,1.032927,1.039928,1.026824,0.999175,1.017575,1.033595,1.025269,1.043894
1.845541,1.036805,1.033046,1.040042,1.026853,0.999223,1.017624,1.033697,1.025374,1.043998
1.849707,1.036819,1.033164,1.040156,1.026883,0.999272,1.017674,1.033799,1.025478,1.044103
1.853873,1.036834,1.033280,1.040269,1.026914,0.999320,1.017724,1.033900,1.025582,1.044207
1.858039,1.036850,1.033396,1.040383,1.026945,0.999369,1.017774,1.034001,1.025685,1.044311
1.862205,1.036867,1.033511,1.040496,1.026976,0.999417,1.017825,1.034101,1.025788,1.044415
1.866371,1.036885,1.033625,1.040609,1.027009,0.999467,1.017875,1.034201,1.025891,1.044519
1.870537,1.036904,1.033738,1.040721,1.027042,0.999516,1.017926,1.034300,1.025993,1.044622
1.874703,1.036924,1.033850,1.040833,1.027075,0.999566,1.017978,1.034399,1.026095,1.044726
1.878869,1.036946,1.033961,1.040946,1.027110,0.999616,1.018029,1.034497,1.026197,1.044829
1.883035,1.036968,1.034071,1.041057,1.027144,0.999667,1.018082,1.034595,1.026299,1.044932
1.887201,1.036992,1.034180,1.041169,1.027180,0.999718,1.018134,1.034692,1.026400,1.045035
1.891367,1.037016,1.034288,1.041281,1.027217,0.999769,1.018188,1.034789,1.026500,1.045138
1.895533,1.037042,1.034396,1.041392,1.027254,0.999821,1.018242,1.034885,1.026601,1.045241
1.899699,1.037070,1.034502,1.041502,1.027293,0.999874,1.018296,1.034981,1.026701,1.045343
1.903865,1.037098,1.034608,1.041613,1.027332,0.999927,1.018351,1.035076,1.026800,1.045445
1.908031,1.037128,1.034712,1.041724,1.027373,0.999981,1.018407,1.035172,1.026900,1.045547
1.912197,1.037159,1.034816,1.041834,1.027414,1.000035,1.018464,1.035266,1.026999,1.045649
1.916363,1.037192,1.034919,1.041944,1.027457,1.000091,1.018521,1.035360,1.027097,1.045751
1.920529,1.037226,1.035021,1.042054,1.027500,1.000146,1.018579,1.035454,1.027196,1.045853
1.924695,1.037261,1.035121,1.042163,1.027545,1.000203,1.018638,1.035547,1.027294,1.045955
1.928861,1.037298,1.035221,1.042273,1.027591,1.000260,1.018697,1.035640,1.027391,1.046056
1.933027,1.037336,1.035320,1.042382,1.027637,1.000318,1.018758,1.035733,1.027489,1.046157
1.937193,1.037376,1.035419,1.042491,1.027686,1.000377,1.018819,1.035825,1.027586,1.046258
1.941359,1.037417,1.035516,1.042599,1.027735,1.000436,1.018881,1.035916,1.027683,1.046359
1.945525,1.037460,1.035612,1.042708,1.027786,1.000497,1.018945,1.036008,1.027779,1.046460
1.949691,1.037504,1.035708,1.042816,1.027837,1.000558,1.019009,1.036099,1.027875,1.046560
1.953857,1.037549,1.035802,1.042923,1.027890,1.000620,1.019074,1.036189,1.027971,1.046660
1.958023,1.037596,1.035896,1.043031,1.027945,1.000683,1.019140,1.036279,1.028066,1.046760
1.962189,1.037645,1.035989,1.043138,1.028000,1.000747,1.019207,1.036369,1.028161,1.046860
1.966355,1.037695,1.036081,1.043244,1.028057,1.000812,1.019275,1.036459,1.028256,1.046960
1.970521,1.037747,1.036173,1.043351,1.028116,1.000878,1.019344,1.036548,1.028350,1.047059
1.974687,1.037800,1.036263,1.043457,1.028175,1.000944,1.019414,1.036636,1.028444,1.047159
1.978853,1.037855,1.036353,1.043562,1.028236,1.001012,1.019485,1.036725,1.028538,1.047257
1.983019,1.037911,1.036441,1.043667,1.028299,1.001081,1.019557,1.036813,1.028631,1.047356
1.987185,1.037969,1.036529,1.043772,1.028363,1.001150,1.019630,1.036901,1.028724,1.047454
1.991351,1.038028,1.036617,1.043876,1.028428,1.001220,1.019704,1.036988,1.028817,1.047552
1.995517,1.038089,1.036703,1.043980,1.028494,1.001292,1.019779,1.037075,1.028909,1.047650
1.999683,1.038151,1.036789,1.044083,1.028562,1.001365,1.019856,1.037162,1.029001,1.047748
2.003849,1.038215,1.036873,1.044186,1.028631,1.001438,1.019933,1.037248,1.029093,1.047845
2.008015,1.038280,1.036957,1.044288,1.028702,1.001512,1.020011,1.037334,1.029184,1.047941
2.012181,1.038347,1.037041,1.044389,1.028773,1.001588,1.020091,1.037420,1.029274,1.048038
2.016347,1.038413,1.037121,1.044488,1.028843,1.001658,1.020166,1.037501,1.029360,1.048130
2.020513,1.038482,1.037203,1.044588,1.028917,1.001735,1.020247,1.037586,1.029450,1.048225
2.024678,1.038553,1.037284,1.044688,1.028993,1.001813,1.020329,1.037670,1.029539,1.048320
2.028844,1.038626,1.037364,1.044787,1.029070,1.001892,1.020412,1.037755,1.029628,1.048415
2.033010,1.038700,1.037444,1.044885,1.029148,1.001973,1.020496,1.037839,1.029717,1.048509
2.037176,1.038775,1.037523,1.044983,1.029227,1.002053,1.020581,1.037923,1.029805,1.048603
2.041342,1.038851,1.037601,1.045080,1.029308,1.002135,1.020667,1.038006,1.029893,1.048696
2.045508,1.038929,1.037678,1.045176,1.029390,1.002218,1.020754,1.038089,1.029980,1.048789
2.049674,1.039008,1.037755,1.045271,1.029473,1.002301,1.020842,1.038171,1.030067,1.048880
2.053840,1.039088,1.037831,1.045365,1.029558,1.002386,1.020930,1.038253,1.030153,1.048972
2.058006,1.039169,1.037906,1.045458,1.029643,1.002471,1.021019,1.038335,1.030239,1.049063
2.062171,1.039252,1.037981,1.045550,1.029729,1.002557,1.021109,1.038416,1.030324,1.049153
2.066337,1.039335,1.038054,1.045642,1.029817,1.002644,1.021200,1.038497,1.030408,1.049242
2.070503,1.039420,1.038127,1.045732,1.029906,1.002731,1.021291,1.038577,1.030492,1.049331
2.074669,1.039506,1.038200,1.045822,1.029995,1.002819,1.021383,1.038657,1.030576,1.049419
2.078835,1.039593,1.038271,1.045910,1.030086,1.002908,1.021476,1.038737,1.030659,1.049506
2.083001,1.039681,1.038342,1.045997,1.030177,1.002998,1.021569,1.038816,1.030741,1.049592
2.087167,1.039770,1.038412,1.046083,1.030269,1.003088,1.021662,1.038894,1.030822,1.049678
2.091333,1.039859,1.038481,1.046168,1.030362,1.003178,1.021756,1.038972,1.030903,1.049762
2.095499,1.039950,1.038550,1.046251,1.030456,1.003269,1.021851,1.039050,1.030983,1.049846
2.099664,1.040041,1.038618,1.046334,1.030550,1.003361,1.021946,1.039127,1.031062,1.049929
2.103830,1.040133,1.038685,1.046415,1.030645,1.003453,1.022041,1.039203,1.031141,1.050011
2.107996,1.040226,1.038751,1.046495,1.030741,1.003545,1.022136,1.039279,1.031219,1.050092
2.112162,1.040319,1.038816,1.046573,1.030837,1.003638,1.022232,1.039354,1.031296,1.050172
2.116328,1.040413,1.038881,1.046651,1.030934,1.003731,1.022327,1.039429,1.031372,1.050251
2.120494,1.040508,1.038945,1.046726,1.031031,1.003825,1.022423,1.039503,1.031448,1.050329
2.124660,1.040603,1.039008,1.046801,1.031129,1.003918,1.022519,1.039577,1.031522,1.050406
2.128826,1.040699,1.039071,1.046874,1.031227,1.004012,1.022615,1.039649,1.031596,1.050482
2.132992,1.040794,1.039132,1.046945,1.031325,1.004106,1.022711,1.039721,1.031669,1.050556
2.137157,1.040891,1.039193,1.047015,1.031423,1.004200,1.022807,1.039793,1.031741,1.050630
2.141323,1.040987,1.039253,1.047084,1.031522,1.004294,1.022902,1.039864,1.031812,1.050702
2.145489,1.041084,1.039312,1.047151,1.031621,1.004388,1.022998,1.039934,1.031882,1.050773
2.149655,1.041181,1.039370,1.047216,1.031720,1.004482,1.023093,1.040003,1.031951,1.050843
2.153821,1.041278,1.039428,1.047280,1.031819,1.004576,1.023188,1.040071,1.032019,1.050912
2.157987,1.041376,1.039484,1.047343,1.031918,1.004670,1.023282,1.040139,1.032087,1.050979
2.162153,1.041473,1.039540,1.047403,1.032016,1.004764,1.023376,1.040206,1.032153,1.051046
2.166319,1.041570,1.039595,1.047462,1.032115,1.004857,1.023470,1.040272,1.032218,1.051111
2.170485,1.041668,1.039648,1.047520,1.032213,1.004950,1.023563,1.040337,1.032282,1.051174
2.174650,1.041765,1.039701,1.047576,1.032312,1.005043,1.023655,1.040401,1.032345,1.051236
2.178816,1.041862,1.039753,1.047630,1.032409,1.005135,1.023747,1.040465,1.032407,1.051297
2.182982,1.041958,1.039804,1.047682,1.032507,1.005227,1.023838,1.040527,1.032468,1.051357
2.187148,1.042055,1.039855,1.047733,1.032604,1.005318,1.023929,1.040589,1.032528,1.051415
2.191314,1.042151,1.039904,1.047782,1.032700,1.005409,1.024018,1.040649,1.032586,1.051471
2.195480,1.042246,1.039952,1.047829,1.032796,1.005500,1.024107,1.040709,1.032644,1.051527
2.199646,1.042342,1.039999,1.047874,1.032892,1.005589,1.024195,1.040768,1.032700,1.051580
2.203812,1.042436,1.040046,1.047918,1.032987,1.005678,1.024282,1.040825,1.032755,1.051633
2.207978,1.042531,1.040091,1.047960,1.033080,1.005767,1.024368,1.040882,1.032809,1.051684
2.212143,1.042624,1.040135,1.048001,1.033174,1.005854,1.024453,1.040937,1.032862,1.051733
2.216309,1.042717,1.040178,1.048039,1.033266,1.005941,1.024536,1.040992,1.032913,1.051781
2.220475,1.042809,1.040220,1.048076,1.033358,1.006027,1.024619,1.041045,1.032964,1.051828
2.224641,1.042901,1.040261,1.048111,1.033448,1.006112,1.024701,1.041098,1.033013,1.051873
2.228807,1.042992,1.040301,1.048144,1.033538,1.006195,1.024781,1.041149,1.033061,1.051916
2.232973,1.043081,1.040340,1.048176,1.033627,1.006278,1.024860,1.041199,1.033107,1.051959
2.237139,1.043170,1.040378,1.048206,1.033714,1.006360,1.024938,1.041248,1.033152,1.051999
2.241305,1.043259,1.040415,1.048234,1.033801,1.006441,1.025015,1.041296,1.033196,1.052038
2.245471,1.043346,1.040450,1.048260,1.033886,1.006521,1.025090,1.041342,1.033239,1.052076
2.249636,1.043432,1.040485,1.048285,1.033970,1.006599,1.025163,1.041388,1.033280,1.052112
2.253802,1.043517,1.040518,1.048308,1.034053,1.006676,1.025236,1.041432,1.033320,1.052146
2.257968,1.043600,1.040550,1.048329,1.034135,1.006752,1.025306,1.041475,1.033359,1.052179
2.262134,1.043683,1.040581,1.048348,1.034215,1.006827,1.025376,1.041516,1.033396,1.052211
2.266300,1.043765,1.040611,1.048366,1.034294,1.006900,1.025443,1.041557,1.033432,1.052241
2.270466,1.043845,1.040640,1.048382,1.034371,1.006972,1.025509,1.041596,1.033467,1.052269
2.274632,1.043924,1.040667,1.048396,1.034447,1.007042,1.025574,1.041633,1.033500,1.052296
2.278798,1.044002,1.040693,1.048409,1.034522,1.007111,1.025637,1.041670,1.033532,1.052322
2.282964,1.044078,1.040718,1.048420,1.034594,1.007179,1.025698,1.041705,1.033562,1.052346
2.287129,1.044153,1.040741,1.048429,1.034666,1.007245,1.025758,1.041739,1.033591,1.052368
2.291295,1.044227,1.040764,1.048437,1.034735,1.007309,1.025815,1.041771,1.033619,1.052389
